Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,RSI,Target
2018-03-14,87.02680206298828,88.47338986181204,86.70224960241383,88.2044729445609,32132000,87.41813659667969,84.52630706787109,53.22567291194901,1
2018-03-15,87.33282470703125,87.70374489209105,86.08097527282926,86.73008029064835,27611000,87.5414665222168,84.68639282226563,54.295484379715845,1
2018-03-16,87.7222900390625,88.44558052797633,87.0917278301889,87.79647549298039,49081300,87.68519744873046,84.84688430786133,55.68464932778352,0
2018-03-19,86.1366195678711,87.07319153840461,85.41332902467849,86.92482061943444,33344100,87.61565017700195,84.96163314819336,49.13637804520914,1
2018-03-20,86.35916137695312,86.95263085190011,86.23861532178752,86.28498299862039,23075200,87.59802932739258,85.06089706420899,50.02461870465322,0
2018-03-21,85.75643157958984,87.21228761897088,85.50605742218279,86.17371240898183,24457100,87.47006301879883,85.1464451599121,47.60009243420361,0
2018-03-22,83.26200103759766,85.0795023644835,83.14145497079056,84.63439667793101,38604700,87.03979797363282,85.18321212768555,39.14444792900947,0
2018-03-23,80.84175872802734,83.88329198124987,80.74903043610523,82.99308764431024,44068900,86.17184906005859,85.17895797729493,33.0161786223292,1
2018-03-26,86.9619140625,87.1659205404,83.82765265805105,84.02238418476063,56396800,85.89458847045898,85.29230758666992,53.03796609290231,0
2018-03-27,82.96524047851562,88.22301129757356,82.07503645687984,88.0375547794167,56569000,85.43650436401367,85.29766555786132,43.825415470179315,0
2018-03-28,82.89105987548828,84.59728965583027,82.40886865533193,83.28979778002093,52501100,85.02293014526367,85.32461395263672,43.67378369909622,1
2018-03-29,84.6343994140625,85.58024637554661,81.97306138405932,83.6236490161889,45867500,84.75308761596679,85.35338729858398,48.2089689016231,0
2018-04-02,82.08430480957031,84.27272569521483,81.14774019028542,83.89253770836049,48515400,84.18928909301758,85.33189712524414,42.782585550357126,1
2018-04-03,83.18782043457031,83.5031051215195,81.50014002715612,83.06727436072475,37213800,83.8944091796875,85.33432342529296,45.634352749538735,1
