Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,RSI,Target
2018-03-14,93.73624420166016,95.07358554450401,93.45083712631073,95.04912296967515,12905100,94.04937286376953,92.59820236206055,50.307243638273775,1
2018-03-15,93.97273254394533,94.59247810802664,93.63840029610948,94.48647153606075,8748000,94.19696884155273,92.72621932983398,51.20536087636771,1
2018-03-16,94.13580322265624,95.08172453212723,94.05425302616878,94.05425302616878,19888900,94.36984252929688,92.85571334838868,51.85156972896776,0
2018-03-19,93.39376068115234,94.1439753823954,92.39075773134887,93.85856829185815,13214900,94.32662582397461,92.94525039672851,48.691534917977044,1
2018-03-20,93.48345184326172,94.14396622013807,93.32851391430263,93.67100861102311,9921200,94.28422393798829,93.04799728393554,49.09535960244026,1
2018-03-21,93.5649871826172,95.1061914005009,93.13279849589094,93.62206858989411,13633000,94.28503875732422,93.14976547241211,49.48459167865464,0
2018-03-22,89.65898895263672,92.63539145894998,89.32465670354071,92.30920925444572,22550400,93.89443893432617,93.16444381713868,35.48612034069453,0
2018-03-23,87.26156616210938,90.44998192410489,87.05770305487614,89.91993660101681,23081500,92.99499816894532,93.11160293579101,29.896001954653837,1
2018-03-26,89.9525375366211,90.6456769403477,88.59889000921444,89.03923497974155,20217500,92.39563903808593,93.102958984375,41.10984153676164,0
2018-03-27,88.20747375488281,91.07786933347231,87.49803423592917,90.57228666801201,18039900,91.7367546081543,93.0295686340332,36.97887088859051,0
2018-03-28,88.06883239746094,89.02290992196261,86.96797323677391,88.29715800454788,19189300,91.17001342773438,92.95992874145507,36.66365489626479,1
2018-03-29,89.67528533935547,90.33579967403568,87.8894429128118,88.47656953093065,13274600,90.74026870727539,92.9106753540039,42.75295731000551,0
2018-04-02,87.94654083251953,90.2950477458961,86.50319280984696,89.66714590864711,18822500,90.12134246826172,92.82244400024415,38.466977716978576,1
2018-04-03,89.15339660644531,89.29202199677295,87.46541068604752,88.36240692301224,14050700,89.69730606079102,92.7624266052246,42.77962444697875,1
