Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,RSI,Target
2018-03-14,21.775333404541016,22.65399932861328,21.595333099365234,22.450666427612305,119511000,22.201000022888184,22.42689334869385,44.932215664626185,0
2018-03-15,21.706666946411133,22.190000534057617,21.406667709350586,21.958667755126953,98472000,22.165466690063475,22.43365333557129,44.413028831633504,0
2018-03-16,21.42333221435547,21.82666778564453,21.271333694458008,21.528667449951172,91759500,22.0736665725708,22.439119987487793,42.24397436725786,0
2018-03-19,20.90399932861328,21.383333206176758,20.64466667175293,21.100000381469727,112264500,21.941733169555665,22.43770664215088,38.52960323801643,0
2018-03-20,20.703332901000977,21.083332061767578,20.583999633789062,20.9913330078125,71464500,21.8240665435791,22.429666633605958,37.16965423203338,1
2018-03-21,21.101999282836918,21.496000289916992,20.679332733154297,20.683332443237305,89376000,21.71893310546875,22.403159942626953,41.58128980578085,0
2018-03-22,20.606666564941406,21.254667282104492,20.545333862304688,20.926000595092773,74097000,21.58559970855713,22.37037326812744,38.01018762071591,0
2018-03-23,20.1026668548584,20.75,20.030000686645508,20.75,99823500,21.414733123779296,22.326026611328125,34.74082974466162,1
2018-03-26,20.27866744995117,20.506000518798828,19.423999786376953,20.48933219909668,125628000,21.139199829101564,22.28099994659424,36.78561132691021,0
2018-03-27,18.61199951171875,20.284666061401367,18.478666305541992,20.266666412353516,208080000,20.72146644592285,22.20494659423828,27.877605798708174,0
2018-03-28,17.185333251953125,17.91200065612793,16.80666732788086,17.6386661529541,315021000,20.262466430664062,22.095239906311036,22.790082700113974,1
2018-03-29,17.742000579833984,18.06399917602539,16.547332763671875,17.099332809448242,227560500,19.86599979400635,21.987199935913086,28.289206238764905,0
2018-04-02,16.832000732421875,17.35533332824707,16.305999755859375,17.083999633789062,241710000,19.40686664581299,21.864413299560546,25.137325808605066,1
2018-04-03,17.8353328704834,18.22333335876465,16.965999603271484,17.988000869750977,282666000,19.1,21.754426612854004,33.88401210640717,1
2018-04-04,19.12933349609375,19.224666595458984,16.799999237060547,16.851999282836914,298450500,18.942600059509278,21.668266639709472,43.11504098808031,1
2018-04-05,20.381332397460938,20.417333602905273,19.213333129882812,19.28933334350586,286816500,18.87053337097168,21.605506629943847,50.339551112570255,0
2018-04-06,19.953332901000977,20.618667602539062,19.700000762939453,20.066667556762695,202804500,18.805200004577635,21.543386611938477,48.09101982466533,0
2018-04-09,19.310667037963867,20.633333206176758,19.28066635131836,20.024667739868164,153747000,18.726000022888183,21.479413299560548,44.851412457077096,1
2018-04-10,20.31333351135254,20.47333335876465,19.57866668701172,19.931333541870117,164847000,18.72946662902832,21.42854663848877,50.45868732743952,0
2018-04-11,20.062000274658203,20.59866714477539,19.977333068847656,20.049333572387695,112243500,18.874466705322266,21.363746643066406,49.11074265162462,0
2018-04-12,19.60533332824707,20.26333236694336,19.57866668701172,20.154666900634766,114132000,19.11646671295166,21.294759979248045,46.671141230132974,1
2018-04-13,20.022666931152344,20.26333236694336,19.73200035095215,20.239999771118164,109908000,19.344533348083495,21.222799987792968,49.15681202504899,0
2018-04-16,19.41399955749512,19.977333068847656,19.267332077026367,19.933332443237305,95077500,19.60273323059082,21.145413322448732,45.803590864912486,0
2018-04-17,19.179332733154297,19.47800064086914,18.833999633789062,19.257999420166016,105000000,19.73713321685791,21.07066661834717,44.54203948335897,1
2018-04-18,19.55666732788086,20.016000747680664,19.21066665649414,19.405332565307617,98365500,19.77986660003662,21.017626609802246,47.06665011651852,1
2018-04-19,20.005332946777344,20.067333221435547,19.23666763305664,19.405332565307617,91359000,19.74226665496826,20.972439918518067,49.98229815194915,0
2018-04-20,19.34933280944824,19.998666763305664,19.316667556762695,19.67799949645996,84418500,19.68186664581299,20.899426574707032,45.993280761469954,0
2018-04-23,18.891332626342773,19.441333770751953,18.82200050354004,19.41933250427246,73401000,19.63993320465088,20.856946563720705,43.389633788026586,1
2018-04-24,18.8973331451416,19.139333724975586,18.56399917602539,19.0,85279500,19.498333168029784,20.820999870300295,43.43481363581895,0
