Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,RSI,Target
2018-03-14,57.10204315185547,57.64230206198943,56.77699290419381,56.94846514785942,41870000,55.72181777954101,55.55104194641113,57.719065661894945,1
2018-03-15,57.1875228881836,57.77848018486501,56.44448163437811,57.135834743481716,33382000,56.11545639038086,55.627980422973636,58.07372030186012,0
2018-03-16,56.38285446166992,57.49567969545161,56.23076670320563,57.42311683153487,58656000,56.36535720825195,55.67062469482422,53.52242202452926,0
2018-03-19,54.675594329833984,55.634837768620756,54.12141517830125,55.5548199203345,63656000,56.39174919128418,55.674909057617185,45.39375743120589,0
2018-03-20,54.46336364746094,54.94795659840509,53.798349454637815,54.592585906409056,54598000,56.36640167236328,55.66050544738769,44.48921010149909,0
2018-03-21,54.3739013671875,55.10452019963102,54.03642490488909,54.302828743838,44898000,56.26182899475098,55.64041595458984,44.09037312622334,0
2018-03-22,52.34358215332031,53.87290828260624,52.16912564060532,53.678574337334204,69312000,55.882951736450195,55.581131591796876,36.166219642169736,0
2018-03-23,51.0215072631836,53.02101688343725,50.93800839851188,52.25511008579325,49880000,55.2155044555664,55.498039932250975,32.11824877733802,1
2018-03-26,52.39029693603516,52.64775555992921,50.22776735468965,52.216837714705335,65984000,54.659638214111325,55.440425415039066,39.64970577426354,0
2018-03-27,50.04685592651367,52.909687836552045,49.58363438500783,52.877877118457654,60816000,53.998752212524415,55.31745300292969,32.916246238800625,0
2018-03-28,49.95936965942383,50.94396598829645,48.90668498343837,49.79684646064592,77698000,53.28448486328125,55.19268119812012,32.69303091041654,1
2018-03-29,51.547847747802734,52.090097393652826,49.90271540967147,50.25907960175081,69338000,52.72051734924317,55.0913289642334,40.57298447015641,0
2018-04-02,50.32965850830078,51.66664144984556,49.416138438054965,51.07469060676779,65068000,52.11519775390625,54.96872428894043,36.99585314480686,1
2018-04-03,50.630348205566406,50.944466209737804,49.5652372198148,50.50460317144767,51322000,51.71067314147949,54.84464828491211,38.438615429523146,1
2018-04-04,51.178558349609375,51.32915584719338,49.52845495161976,49.61394078784117,50724000,51.382192611694336,54.71099967956543,41.08740233914786,1
2018-04-05,51.32419204711914,52.02349692795792,50.89476823525984,52.00759346587592,35836000,51.077221679687504,54.568325424194335,41.80376513433753,0
2018-04-06,50.19645690917969,51.491189838828895,50.01255843479986,50.85003459740025,40134000,50.86250915527344,54.407947311401365,37.95498104714551,1
2018-04-09,50.70043563842773,51.91813122723381,50.65619868240732,50.69794811544219,33220000,50.83040199279785,54.24686340332031,40.58752465777606,1
2018-04-10,51.51603698730469,51.750133346696884,50.46782299648678,51.20589675666845,36620000,50.7429759979248,54.09670387268066,44.67837851838086,0
2018-04-11,50.94744873046875,51.484727125389504,50.65619620587564,51.29238017832689,34060000,50.83303527832031,53.93624610900879,42.48229466382043,1
2018-04-12,51.55530548095703,51.92111166189601,50.996659389459715,51.26604371914165,32896000,50.99262886047363,53.79700119018555,45.56288976388087,0
2018-04-13,51.4931755065918,52.33512615535484,51.20043274399854,52.0324446771911,25410000,50.98716163635254,53.651692657470704,45.2958499016161,1
2018-04-16,51.99317932128906,52.25808913169154,51.387808777043865,51.96584311334484,29776000,51.153513717651364,53.51701042175293,47.940230152166514,1
2018-04-17,53.64625930786133,53.92657960441741,52.539398927694535,52.74367535239217,54584000,51.45510482788086,53.47740783691406,55.58461126943127,0
2018-04-18,53.44894790649414,53.77747534935068,53.206899801362226,53.628868612289025,31126000,51.68214378356934,53.49033027648926,54.55489678413604,1
2018-04-19,54.14775848388672,54.548355851738364,53.13234858684274,53.13234858684274,39884000,51.964500427246094,53.49532043457031,57.55399728348042,0
2018-04-20,53.54487228393555,54.41117484780803,53.28542669034655,53.89030046791669,42434000,52.29934196472168,53.51709976196289,54.2289654995083,0
2018-04-23,53.370418548583984,54.07569196773654,53.016045123310406,53.82618507654327,69590000,52.5663402557373,53.582805709838865,53.26993571537188,0
2018-04-24,50.8271713256836,52.90719545964243,50.34108812661568,52.64427263711792,128220000,52.497453689575195,53.55931655883789,41.693765911599534,1
2018-04-25,50.84456634521485,51.494666758373796,50.54734529912214,51.18054875913638,57860000,52.487165451049805,53.527934799194334,41.78694621569456,1
2018-04-26,51.85451126098633,52.287416080182766,50.71832381239791,51.35301754888472,50926000,52.517086029052734,53.517169342041015,47.075349653687944,0
2018-04-27,51.26504135131836,52.271505943293725,51.07319495219466,51.96534346498157,40746000,52.49427261352539,53.47616516113281,44.53244889368473,0
2018-04-30,50.62538528442383,51.60898448440118,50.61146880673603,51.412663558153056,34492000,52.357493209838864,53.40381904602051,41.888229836651774,1
2018-05-01,51.727272033691406,51.77597970323424,50.22925618623577,50.512060234075776,35326000,52.165594482421874,53.349395294189456,47.65426486726,0
2018-05-02,50.99665451049805,51.887809534080816,50.85301523976585,51.39178384758454,34698000,51.92036514282226,53.272317504882814,44.50126918469837,1
2018-05-03,51.00907897949219,51.22727189409114,50.09406872816757,50.96285883323045,39282000,51.60649719238281,53.185388793945314,44.56843544593346,1
2018-05-04,52.23672103881836,52.28046124952342,50.599043563333005,50.67657768455419,36892000,51.47568206787109,53.12683990478516,50.89247754672919,1
2018-05-07,52.65719985961914,52.93254894266785,52.2004398161202,52.380360537916204,34400000,51.40436019897461,53.058619003295895,52.8755604215372,0
2018-05-08,52.61396026611328,52.94398176929407,52.26853204623722,52.913661290166466,26030000,51.583039093017575,52.97401649475098,52.640146528109014,1
2018-05-09,54.12290191650391,54.37389902915736,52.7889033783098,52.88781274328521,47160000,51.91087265014649,52.945626678466795,59.4286238648322,1
2018-05-10,54.9439811706543,55.13980913597761,54.36793760486232,54.4236035137163,36414000,52.21981964111328,52.94716743469238,62.57239803144082,0
2018-05-11,54.84010314941406,55.11992671814422,54.53394065735139,54.69248990330289,30504000,52.57732582092285,52.97894676208496,61.918700704340765,1
2018-05-14,55.00015258789063,55.57420922080132,54.91068897029702,54.948957390114536,39338000,53.01480255126953,53.00127288818359,62.56756981945345,0
2018-05-15,53.92012405395508,54.62837796155574,53.61743877160701,54.51803963368327,35738000,53.234087753295896,52.99144187927246,55.67372669129354,0
2018-05-16,53.88135147094727,54.3927876738321,53.759087450531055,53.931056423328116,25628000,53.52255744934082,52.97473213195801,55.43757529106556,0
2018-05-17,53.740699768066406,54.22479600170925,53.500141889838645,53.75064227593559,25738000,53.79571952819824,52.941153564453124,54.533901381240376,0
2018-05-18,53.16316223144531,53.36644518531905,52.91664339852014,52.98224802432867,35482000,53.888363647460935,52.88176971435547,50.86728101903427,1
2018-05-21,53.87738037109375,54.339111646189345,53.57867285450965,53.62837401758208,25180000,54.0103816986084,52.80539772033691,54.905230595023475,0
2018-05-22,53.444969177246094,54.26455484586919,53.29337817393087,54.165152525512354,22226000,54.09348258972168,52.71531791687012,52.11278261459883,1
2018-05-23,53.97429275512695,54.0756858463349,53.029955597598494,53.18104984615946,23740000,54.07862167358398,52.661689453125,55.12174220533115,0
2018-05-24,53.94894790649414,54.03195002150652,53.295370240021555,54.02101781365871,20604000,53.97911834716797,52.59862754821777,54.94372254027127,0
2018-05-25,53.880855560302734,54.153720888639405,53.807299206836525,54.00362012074548,22224000,53.88319358825684,52.53249420166016,54.43507476684243,0
2018-05-29,53.08512878417969,53.74467498530226,52.83711593276897,53.47926464192192,36076000,53.69169120788574,52.46653968811035,48.75482975689067,1
2018-05-30,53.55233001708984,53.62787714989283,53.00958361016194,53.35401831948754,28686000,53.654911804199216,52.44407440185547,51.926709997056065,1
2018-05-31,54.672119140625,55.16913840553977,53.57867827459492,53.77748294699598,79368000,53.73398857116699,52.44824951171875,58.54910000496731,1
2018-06-01,56.41168212890625,56.568741144665765,55.26903313897665,55.31177985629617,63202000,54.00108680725098,52.489005126953124,66.31273717933092,1
2018-06-04,57.30830383300781,57.547868216396,56.51108307286517,56.585636713300694,44754000,54.41560096740723,52.58829956054687,69.48519354861531,0
2018-06-05,57.20790481567383,57.70890179599408,57.030968370303874,57.388822814538955,32964000,54.748653411865234,52.71202751159668,68.70496301617328,0
2018-06-06,57.005619049072266,57.391306447558094,56.477289652898435,57.29488459793664,34934000,55.104718399047854,52.80433395385742,67.07083920926883,0
2018-06-07,56.38285446166992,56.95193979444756,55.97032760310479,56.88782540778869,36108000,55.34557456970215,52.931053924560544,62.16842524847129,0
2018-06-08,56.29786682128906,56.5995548231269,55.82668977196322,56.223313178703165,27284000,55.58046646118164,53.05782386779785,61.507697937355076,1
2018-06-11,56.70492172241211,57.044885724835886,56.23275497409298,56.309295601269945,24796000,55.86287307739258,53.16096534729004,63.5081588402045,1
2018-06-12,57.06724548339844,57.09507843620104,56.710881304728694,56.710881304728694,26092000,56.261084747314456,53.295717086791996,65.23983441101585,0
2018-06-13,56.87042617797852,57.43752830061235,56.828180001023945,57.2705267855548,34302000,56.59289436340332,53.42051864624023,63.47766657215831,1
2018-06-14,57.659698486328125,57.95194451848806,57.18703119803521,57.26705284091403,35422000,56.891652297973636,53.55014144897461,67.2928937000293,0
2018-06-15,57.61794662475586,57.84856198986258,57.34061057442165,57.65025029470578,44438000,57.0122787475586,53.67601654052734,66.89479763374295,1
2018-06-18,58.82619857788086,58.85353478521283,57.2069084370023,57.29090404368984,33038000,57.1640682220459,53.84861137390137,72.04820756510776,0
2018-06-19,58.58315658569336,58.78792597425983,57.734247717565665,58.15671327097354,47282000,57.30159339904785,54.006265792846676,69.69788988802706,1
2018-06-20,58.85055541992188,59.716365111664864,58.74916610482331,58.81228700164172,51686000,57.486087036132815,54.15295616149902,70.82552680478568,0
2018-06-21,58.1234130859375,59.161684641185204,57.82718931088118,58.92212405780654,44966000,57.66014289855957,54.2964754486084,63.86555171303985,0
