Date,Close,High,Low,Open,Volume
,MA,MA,MA,MA,MA
2018-01-02,145.66468811035156,147.10302019446846,144.90715835242648,145.760568137077,3168900
2018-01-03,147.49615478515625,147.64956574066494,145.90439724106557,146.02904272794956,3732400
2018-01-04,149.404296875,150.928924874606,147.97556350226697,148.18650534474907,3247200
2018-01-05,152.50144958496094,152.50144958496094,149.7686292034691,149.77821281039007,2747700
2018-01-08,152.96253967285156,154.1246126369144,151.81966411077772,152.2998629415983,3143100
2018-01-09,153.1834259033203,153.76926905878594,152.26143770695438,153.32747968970315,2573900
2018-01-10,153.52919006347656,153.63483440570903,151.32988559000964,152.92413477118993,2416900
2018-01-11,154.5471649169922,154.74885484124655,153.12578071128092,153.7596465823627,2804000
2018-01-12,155.90133666992188,156.083814549868,153.90370799943864,155.10420494171197,3041000
2018-01-16,155.86285400390625,157.4475181650543,154.92166885802624,157.1593960762548,4673400
2018-01-17,157.81251525878906,157.98537976479625,156.4295405927234,156.660026600733,3136000
2018-01-18,158.92654418945312,159.4067428487857,157.61080455232187,158.3022917941208,4150600
2018-01-19,160.2230987548828,160.33834175254643,158.61923686789223,159.71408930920023,2947800
2018-01-22,161.61572265625,161.66374547181618,159.70452597095988,159.9830495085403,2275900
2018-01-23,160.56890869140625,162.25920352446337,160.05028567880998,161.82702745030468,3035300
2018-01-24,160.39596557617188,161.44280988662726,159.37794667005144,161.28914278451435,3912400
2018-01-25,161.91339111328125,162.23992270607894,160.51121914209065,161.35635887318463,2088900
2018-01-26,163.59410095214844,163.6133130047421,162.10548194793986,162.31677056296314,2191600
2018-01-29,161.87503051757812,164.04552398028832,161.6253177440192,163.38284724200585,3082800
2018-01-30,160.56890869140625,161.3468285557934,159.71415524535647,160.7801973773518,4227100
2018-01-31,162.3072052001953,162.950669876472,160.405621928922,160.87620740535272,5815300
2018-02-01,166.08152770996094,169.7214423334153,164.2279676241536,165.67816253047698,6848400
2018-02-02,163.7958221435547,170.0960283830321,163.6709657596091,165.0923501783924,6556500
2018-02-05,158.07183837890625,165.1499786968062,157.51480600915195,160.74174254994978,7196000
2018-02-06,162.57614135742188,162.65297494135496,150.59038069950913,154.1438496929944,7259900
2018-02-07,162.0478973388672,165.77424504730658,160.81858947403256,162.30720881716212,4364800
2018-02-08,154.259033203125,162.53766915893422,154.10538074907097,162.08628118661449,6557700
2018-02-09,158.6576690673828,159.89659008793487,152.2902434068481,155.26746695793958,6303000
2018-02-12,161.52928161621094,162.1343368196013,159.02264318652882,160.19432948113916,5227400
2018-02-13,163.38287353515625,164.00714091501115,160.3960357089189,160.70337004752582,3471000
2018-02-14,165.6877899169922,165.82224498820784,162.30718642777978,162.65293013297767,4203700
2018-02-15,167.7718505859375,167.78144928582944,164.57372498147998,167.06115112233462,3915000
