Date,Close,High,Low,Open,Volume
,INTC,INTC,INTC,INTC,INTC
2018-01-02,39.33039093017578,39.372368297035734,38.793113939572436,38.935829941564656,23370800
2018-01-03,37.995582580566406,38.79310431672374,36.64399688740861,38.17187915134584,116479000
2018-01-04,37.298805236816406,37.483495370206114,35.83808087780022,36.53486405200838,89209100
2018-01-05,37.559059143066406,37.90325243631367,36.85388224928864,37.29881418381168,41824000
2018-01-08,37.559059143066406,37.64300747705894,36.90424996871469,37.164494927969415,33733800
2018-01-09,36.61882019042969,37.64300649091069,36.5096879995831,37.525477545430626,44282300
2018-01-10,35.6785774230957,36.602021675430215,35.62820651386146,36.37536058993326,45735000
2018-01-11,36.442527770996094,36.58524378186446,35.636612234967565,35.93043460672057,35371500
2018-01-12,36.2998046875,36.60202052614749,36.1067178093763,36.47609806065006,29973600
2018-01-16,36.21585464477539,36.76152829134853,36.005980658004624,36.56004785498253,38367200
2018-01-17,37.265220642089844,37.3155915464661,36.52646339001752,36.56004399293502,32368600
2018-01-18,37.34077453613281,37.55904524763936,37.08052967315885,37.27361653426944,26826500
2018-01-19,37.6262092590332,37.68497372095774,37.14769681054879,37.45830942392465,25780200
2018-01-22,38.406951904296875,38.44053252153811,37.60103630505075,37.6094298581491,27706800
2018-01-23,38.66718292236328,38.69236677498888,38.30619942342345,38.45730894402258,22135100
2018-01-24,38.20545959472656,38.72594939382092,37.743737458852415,38.53286570799802,32464200
2018-01-25,38.02916717529297,38.927427615851485,37.920031801439,38.51607637985449,36758700
2018-01-26,42.041954040527344,42.1007184943023,40.39653972756092,40.614810443658655,86916100
2018-01-29,41.958003997802734,42.68836452194114,41.44591099495739,41.6389946644458,46304000
2018-01-30,40.959007263183594,42.02516748039388,40.91703310709652,41.53825830299995,32814600
2018-01-31,40.413333892822266,41.3451748952345,39.926427914645885,41.32838459220457,41619900
2018-02-01,40.00198745727539,40.690373951649654,39.83408760933511,40.043961618654656,28840400
2018-02-02,38.74274444580078,40.11951747166491,38.70076708086664,39.724953298731904,28663000
2018-02-05,37.374359130859375,39.674576182192574,37.35756882799426,38.91063501515522,47869000
2018-02-06,37.957542419433594,37.974446632895,36.36858181970033,37.2053226532205,58145400
2018-02-07,38.20265197753906,39.13236122916208,37.47578685667229,37.67863421157787,37508400
2018-02-08,36.131935119628906,38.388594783017446,36.12348462360685,38.270268493811244,43151300
2018-02-09,37.14615249633789,37.42506390535517,35.53183749364557,36.76581582572484,49301100
2018-02-12,37.88992691040039,38.1688383583071,37.264483939946224,37.31519657781512,28379500
2018-02-13,37.57719421386719,37.84765509844663,37.40815535496802,37.68706995577386,19517600
2018-02-14,38.35477828979492,38.46465082650211,37.222221931242714,37.24757663599843,19922000
2018-02-15,38.811187744140625,38.870354108668586,37.9913542742586,38.77738253831666,23536800
2018-02-16,38.506919860839844,39.3774659375658,38.464657713148945,38.7266681977462,21475200
2018-02-20,39.14925765991211,39.47888172496281,38.36322955518412,38.422392683570216,25512000
2018-02-21,38.82808303833008,39.774699515200446,38.81117882722718,39.44507223491694,27527500
2018-02-22,38.70976257324219,39.35210979461141,38.557627874715216,38.997127756665456,16946400
2018-02-23,40.340980529785156,40.39169316868957,39.14081042638797,39.166165133765695,26040900
2018-02-26,41.50735092163086,41.524255136834945,40.65370578664631,40.73822686266672,26992300
2018-02-27,42.18349838256836,43.02023920264491,41.67638488346979,41.72709429889024,43624100
2018-02-28,41.659481048583984,42.54693129213981,41.65102732983781,42.411700809542246,35541200
2018-03-01,40.43394470214844,42.02290496522735,40.121224879741135,41.83696188069678,36326600
2018-03-02,41.397464752197266,41.456627878498466,39.69017813457318,39.893025441997715,33310600
2018-03-05,42.04826354980469,42.09052246633154,40.60298732520507,41.05093764385733,30826500
2018-03-06,42.859649658203125,43.38367058080981,42.386344597976326,42.394795092273704,39132300
2018-03-07,43.375213623046875,43.518897808563,42.344079291732506,42.41169613765743,31801900
2018-03-08,42.88500213623047,44.01755845285094,42.65680012943211,43.772452235458424,29481200
2018-03-09,44.110530853271484,44.20350240806106,43.104754411040766,43.33295643893825,32727900
2018-03-12,43.544254302978516,43.907686804387026,42.682158826903596,43.83161946167016,32044400
2018-03-13,43.76400375366211,45.45438632551957,43.434379668013726,44.38944672387488,45573900
2018-03-14,43.83162307739258,44.10208404621903,43.36676848873144,44.000661988946376,24993500
2018-03-15,43.003334045410156,44.203504138199186,43.003334045410156,44.14434100540812,25631200
2018-03-16,43.24843978881836,43.69639339629345,43.09630831218713,43.24843978881836,42559800
2018-03-19,42.96107482910156,43.29914941069729,42.2004013782506,42.88500748401647,31115200
2018-03-20,43.569618225097656,43.78936980571702,42.977983570394834,43.00334150609675,22215000
2018-03-21,43.578060150146484,44.09362408234975,43.24843286843483,43.569606432484115,23239500
2018-03-22,42.96107482910156,43.91613866565467,42.76667799510162,42.88500748401647,30916000
2018-03-23,41.71864318847656,43.096305913692866,41.71864318847656,42.75822810318553,37683900
2018-03-26,44.35564422607422,44.36409794558659,42.530030933469696,42.88501299755494,39306200
2018-03-27,43.265342712402344,45.00643800043684,42.91881439854804,44.80359066406282,38777000
2018-03-28,41.92148971557617,42.85120213606886,41.42282668957212,42.68216322105663,37970900
2018-03-29,44.0175666809082,44.0175666809082,42.149691362954464,42.24266292652694,45265800
2018-04-02,41.346763610839844,43.98376321951909,39.969103887905234,43.68794428164734,67187800
2018-04-03,42.04826354980469,42.22575293370668,40.915707176482194,41.414370129455875,39432400
2018-04-04,42.25112533569336,42.394806345931066,40.5776432954851,40.653710660949116,30370000
2018-04-05,42.58074951171875,42.86811475634662,42.234221118857185,42.268026329169466,25115400
2018-04-06,41.23688888549805,42.59764754565053,40.991782607451476,42.08208027946612,28215200
2018-04-09,41.87922668457031,43.19772622334389,41.549602605914124,41.549602605914124,31437000
2018-04-10,43.33295822143555,43.51890133866346,42.54693005661617,43.2061782371167,25906400
2018-04-11,43.18927764892578,43.72174911394409,42.9526250974284,43.096309306658384,17568400
2018-04-12,44.55849838256836,45.0233530780829,43.485104755238524,43.51891319015044,29781400
2018-04-13,43.83162307739258,44.972630088119836,43.61187152512792,44.845853322566285,20884900
2018-04-16,44.28802490234375,44.39789744869793,43.772457699385704,44.1950533445449,18855500
2018-04-17,45.25154495239258,45.38677543733352,44.70216929373616,44.719073507372414,21228700
2018-04-18,45.31070327758789,45.944596712978544,45.0825012539494,45.234635936375064,22164700
2018-04-19,44.13589096069336,44.76133072061296,43.62032374899136,44.75288022619198,25422400
2018-04-20,43.55270767211914,44.18660116188986,43.00333524880726,44.09362960085964,26910100
2018-04-23,43.18927764892578,43.85697960396391,42.97797980676049,43.687940685401834,21706700
2018-04-24,43.48509216308594,45.33605991249887,43.22308170461471,43.84007095441901,42494700
2018-04-25,43.425926208496094,44.034461700390466,42.76667485806657,43.831617611141894,25752800
2018-04-26,44.837398529052734,45.023341649720166,44.00911142885533,44.16969661770057,39575000
2018-04-27,44.56692886352539,47.15321493804954,44.14433328937004,46.85739610165178,69888100
2018-04-30,43.62877655029297,45.10786141164217,43.28224822602855,44.423258482130265,36417400
2018-05-01,45.07405471801758,45.15011884176079,43.47664041228059,43.64567932139101,27600800
2018-05-02,44.21196365356445,44.964183489806366,44.076733157432756,44.87121191918782,25778300
2018-05-03,44.18659210205078,44.42324781546359,43.28223783333493,43.856968070818624,28561000
2018-05-04,44.86665344238281,44.91765876416716,43.35353123310562,43.8805732538499,25642500
2018-05-07,45.334205627441406,45.546722991359076,44.90917089960606,44.93467194559374,20285700
2018-05-08,45.58920669555664,45.58920669555664,44.883647786736496,45.30018307213431,21026800
2018-05-09,46.19275665283203,46.218257689049395,45.215175856252294,45.69971500092048,19827500
2018-05-10,46.73680877685547,46.75381055164145,45.98874690005726,46.37127872584935,18715900
2018-05-11,46.47328567504883,46.91532208686885,46.26927086513617,46.430782859880104,15405000
